id,name,cvss_rate
10291,CSRF Spoofing,7.784552176339889
10293,Privilege Spoofing,5.52431891208272
10294,DoS Injection,7.659334253605735
10295,DoS Injection,5.74058197506161
10297,SQL Spoofing,5.040052208931126
10299,Privilege Disclosure,6.564560071583785
10300,Local Spoofing,5.568437135353186
10301,Local Traversal,7.203654868314913
10302,XSS Spoofing,7.525857441220995
10305,DoS Escalation,8.283270756232763
10306,Remote Escalation,7.144680319094732
10307,CSRF Spoofing,7.685635185724177
10308,Local Traversal,5.559893213394132
10310,Remote Overflow,5.925646711607951
10311,Privilege Spoofing,8.541674485123607
10312,Privilege Execution,6.01122250604154
10314,DoS Spoofing,7.426068183364101
10315,Local Injection,4.714343785744101
10317,Remote Traversal,4.6036200904581355
10318,XSS Escalation,8.463758634035402
10319,Remote Traversal,5.02483715819103
10320,XSS Execution,7.989519914636276
10325,CSRF Injection,4.0175148505757265
10327,XSS Escalation,8.49667235596799
10328,XSS Injection,5.079210622267512
10329,Local Overflow,7.601665916357166
10330,CSRF Disclosure,8.246896168302815
10332,Local Disclosure,5.195032780214506
10333,Remote Overflow,7.892073394388432
10334,XSS Traversal,8.48751469195446
10335,CSRF Disclosure,5.909224536630037
10336,Local Escalation,3.648411297800037
10339,Remote Disclosure,8.118244065830005
10340,SQL Disclosure,7.485876023274288
10341,SQL Escalation,7.559968962070075
10343,DoS Overflow,4.873637120924236
10344,CSRF Traversal,7.302772238902966
10345,CSRF Traversal,4.502036550472033
10346,SQL Overflow,4.935353133716093
10349,CSRF Escalation,8.03302047590076
10350,SQL Traversal,5.257530139542189
10351,Remote Overflow,4.752362119061473
10353,Remote Injection,3.714680540936824
10354,Remote Disclosure,8.755775467607789
10355,Remote Spoofing,5.958790637705457
10356,Local Execution,8.414180607983504
10357,Local Disclosure,8.325911705250878
10358,XSS Injection,8.204629509717714
10361,XSS Execution,7.724903268374513
10362,Privilege Disclosure,7.2810955452218735
10363,SQL Execution,5.62453219936026
10364,CSRF Disclosure,5.670983000033768
10365,Privilege Execution,7.825046529801461
10367,Local Spoofing,9.115191184702732
10368,Local Execution,8.233314249271785
10370,SQL Escalation,4.230217746703365
10372,Remote Spoofing,4.788503357985819
10373,Remote Overflow,5.544098798923931
10374,XSS Execution,7.704873319141972
10375,Privilege Traversal,7.801050726712115
10377,Privilege Spoofing,7.159121006482484
10380,SQL Spoofing,5.173284678431247
10381,Privilege Spoofing,7.695746339604811
10382,Privilege Spoofing,8.407291502513267
10383,Local Spoofing,8.47183239994174
10385,Privilege Disclosure,4.651181117066118
10387,Remote Overflow,8.287895697128846
10393,Remote Injection,4.192501967910659
10394,DoS Execution,7.599949233180918
10397,SQL Overflow,5.683311425699986
10398,CSRF Disclosure,4.121795166515476
10399,SQL Escalation,4.269223426721624
10400,XSS Execution,4.1830732973298375
10402,CSRF Spoofing,8.051244877433023
10403,Local Spoofing,8.849739619224376
10405,CSRF Injection,8.118176677133237
10409,XSS Execution,8.068297312862024
10411,CSRF Overflow,5.24253820131982
10413,Remote Spoofing,5.896569474103732
10415,Local Spoofing,8.802600635899644
10416,Privilege Spoofing,4.874587113979809
10417,XSS Spoofing,4.104908302210377
10418,Privilege Overflow,3.442247645670621
10419,Remote Spoofing,5.07277255058383
10420,Privilege Disclosure,5.633192648989483
10425,CSRF Traversal,4.6393349634726615
10427,Local Overflow,5.376216222114014
10428,DoS Disclosure,5.591132072287917
10429,DoS Injection,5.328496053792142
10431,Local Disclosure,5.739948948465246
10433,CSRF Execution,7.322042395513632
10434,SQL Traversal,7.960293478197192
10435,CSRF Execution,4.876032854744793
10436,XSS Injection,5.933468294004523
10437,SQL Injection,7.528450123511177
10438,SQL Disclosure,4.87793227976274
10439,CSRF Overflow,4.872250245852567
10443,CSRF Overflow,5.02356273555688
10444,Remote Escalation,6.63649244875967
10447,CSRF Injection,4.839920035486963
10448,Privilege Execution,7.502678306177019
10450,CSRF Execution,3.348132373983942
10451,XSS Disclosure,5.202628283189135
10452,Remote Traversal,6.616451142226316
10455,Local Overflow,3.1957689244234944
10456,Privilege Disclosure,8.002887172063282
10457,Local Overflow,7.928087782386279
10458,Remote Injection,8.601916244182965
10459,XSS Injection,7.63191120478287
10460,DoS Traversal,4.943372701700166
10461,Local Overflow,8.487004774808463
10462,XSS Traversal,4.585442989895785
10463,Local Injection,4.755502500194611
10465,Local Escalation,6.416070600542511
10466,Local Spoofing,4.148361942690515
10467,XSS Escalation,8.440772471886065
10468,Remote Traversal,7.481309092336341
10470,DoS Spoofing,8.270898525836563
10472,CSRF Execution,5.588612981326303
10474,DoS Escalation,7.599509124382644
10475,Remote Escalation,8.157553337970711
10477,CSRF Overflow,4.225707373003166
10478,SQL Spoofing,8.163807660935115
10479,SQL Disclosure,7.600736022350827
10481,Local Disclosure,5.33919584982105
10482,SQL Escalation,4.870773858173315
10485,CSRF Injection,8.736777277758192
10486,SQL Injection,5.403589899965549
10487,SQL Spoofing,7.8987626701490585
10488,Privilege Overflow,3.9747978520860023
10489,Remote Overflow,4.232040177000199
10490,SQL Spoofing,8.483973037022482
10491,Local Overflow,7.753553900119154
10492,Remote Execution,3.6727179330028314
10493,SQL Traversal,5.54626480597348
10494,CSRF Overflow,5.335515038545262
10495,SQL Execution,5.3442213008752075
10496,DoS Overflow,5.041270878753278
10497,Remote Overflow,4.934699287314481
10499,Remote Escalation,6.882533304060641
10500,CSRF Execution,5.459162276959464
10501,Local Traversal,8.231733669893956
10506,SQL Overflow,4.307122647695578
10507,DoS Overflow,8.345573910674094
10509,Local Injection,7.487872958687806
10512,SQL Disclosure,7.754922731719106
10513,SQL Overflow,4.633627756837696
10515,CSRF Disclosure,6.900601005182497
10517,Remote Overflow,5.1685832994732195
10518,XSS Spoofing,3.7967509784251234
10520,SQL Spoofing,5.353178569978933
10522,Local Injection,8.564523196966494
10525,Remote Injection,8.34532156633779
10526,DoS Injection,5.323635056801621
10528,CSRF Execution,5.801574887375352
10529,CSRF Execution,8.027266412217749
10530,CSRF Injection,4.40793230648434
10532,CSRF Escalation,4.967372535737524
10533,Local Traversal,5.231530848088116
10534,XSS Overflow,8.171756404281608
10540,XSS Traversal,5.940829228730894
10541,DoS Overflow,8.420863572796565
10542,Privilege Overflow,3.582573908362156
10543,XSS Disclosure,4.786287939596831
10545,Remote Disclosure,4.5232130820263405
10546,XSS Execution,4.169054336025322
10547,Local Traversal,8.137534318080606
10548,XSS Disclosure,7.777694870500641
10551,Privilege Execution,4.260572305106113
10552,XSS Traversal,7.80846035167365
10553,Privilege Execution,7.837111593880981
10554,Remote Spoofing,2.496204136683813
10555,SQL Execution,3.7870896991207044
10556,Remote Traversal,8.622754001106255
10557,SQL Spoofing,6.5813351907954765
10558,CSRF Execution,6.250353310044418
10559,Local Overflow,7.29013823403827
10562,CSRF Escalation,5.213175204585956
10564,SQL Disclosure,8.009319242260366
10565,Privilege Injection,7.9071724680304225
10567,Privilege Injection,3.3674062007945373
10568,XSS Escalation,3.044717125479232
10569,CSRF Spoofing,5.897333024220457
10570,Remote Execution,8.422180584561143
10572,Privilege Overflow,7.918567058114174
10573,DoS Execution,8.442154326585463
10575,SQL Traversal,7.996421468354795
10576,XSS Spoofing,7.539299412485936
10577,CSRF Overflow,5.074564280054829
10580,CSRF Spoofing,5.055509382577146
10583,CSRF Traversal,5.2732503645107816
10586,XSS Spoofing,8.223223623307792
10588,SQL Spoofing,5.116904020896832
10589,XSS Traversal,8.12611298427174
10590,Remote Spoofing,8.25326776062436
10591,Local Disclosure,5.415406519975791
10592,Remote Escalation,5.003081844732687
10594,XSS Injection,8.522165733061389
10595,Local Traversal,7.253802357294607
10597,DoS Execution,8.065035434867577
10598,Local Disclosure,7.864432311603686
10599,SQL Overflow,8.654308052639692
10600,SQL Injection,4.7581323693243585
10604,CSRF Traversal,7.933340759753076
10605,Remote Execution,5.045114070447861
10607,Local Execution,7.789520565228718
10608,SQL Overflow,7.75036469179155
10610,Remote Traversal,8.056696014169525
10611,SQL Spoofing,4.512109617653285
10613,Remote Spoofing,7.487331935427623
10614,Local Injection,5.366592603871686
10615,SQL Traversal,4.554384936126526
10616,DoS Disclosure,5.085342953004218
10617,SQL Injection,8.469879169722478
10618,DoS Escalation,3.9903897113428055
10619,DoS Disclosure,6.999393910711145
10621,Privilege Escalation,4.988294793681537
10623,Local Overflow,7.958936240203776
10624,CSRF Execution,4.0161178301807
10627,CSRF Traversal,8.211335719603461
10628,CSRF Execution,8.433924784076245
10629,SQL Execution,7.636832186933476
10631,Privilege Overflow,7.341840480262862
10632,XSS Execution,8.913795895098147
10633,Privilege Spoofing,5.093853754671864
10634,SQL Escalation,7.5951539223555296
10635,SQL Spoofing,8.055783865275565
10636,Privilege Execution,7.636782710787275
10637,DoS Traversal,3.747815857744123
10638,XSS Execution,7.578876090361863
10640,Remote Execution,6.434974463586805
10641,DoS Overflow,3.522285254900595
10643,Remote Escalation,7.0843207614488755
10645,CSRF Disclosure,8.814972417113745
10647,Privilege Execution,3.7204168363915597
10651,CSRF Execution,7.422232431540361
10652,XSS Escalation,8.105473598494342
10653,CSRF Escalation,6.211150273187023
10656,DoS Injection,6.77164716032831
10657,SQL Disclosure,8.63967190711722
10658,CSRF Traversal,4.1821402937797005
10660,Privilege Traversal,8.147200942073693
10661,Remote Traversal,7.735350953752408
10662,DoS Overflow,8.812595407441316
10664,SQL Injection,5.825957418937343
10665,Local Spoofing,8.310310801296033
10666,SQL Escalation,7.78594795428437
10667,Local Traversal,8.048646021165625
10668,CSRF Traversal,8.064359284069743
10669,SQL Overflow,6.43750245364021
10670,DoS Execution,4.851366447707323
10672,XSS Traversal,5.273434530834327
10673,Remote Escalation,3.6027353876532837
10675,SQL Traversal,4.665554274748885
10676,Privilege Escalation,3.855933615435026
10677,Privilege Escalation,7.46022644222861
10678,SQL Disclosure,8.16544545469428
10679,XSS Spoofing,7.718444204863861
10680,XSS Escalation,6.17180076385446
10681,Remote Spoofing,4.721804471546934
10682,SQL Injection,5.478672366459121
10683,XSS Injection,3.8633296825264303
10684,Privilege Injection,5.1234750485075145
10685,SQL Execution,8.822063770846007
10686,Remote Injection,4.292395455663781
10687,DoS Disclosure,8.22702157975919
10688,CSRF Escalation,8.33959884347932
10689,Remote Execution,7.910754873392005
10690,Local Escalation,7.6369231777350155
10691,DoS Injection,5.378652043310169
10692,Privilege Overflow,6.204441866225794
10693,Remote Escalation,8.23566705663141
10697,Remote Execution,4.882324579533338
10698,SQL Traversal,8.10681978115072
10700,DoS Injection,8.467240113945087
10701,CSRF Overflow,7.976992573377998
10702,DoS Execution,7.114007490259233
10703,CSRF Escalation,5.864022762204596
10705,Remote Traversal,7.9862919257832266
10706,Privilege Spoofing,4.54943660331488
10707,SQL Escalation,7.631997337258561
10708,Privilege Injection,9.122432547476974
10710,SQL Execution,7.762534061199638
10711,Privilege Injection,4.1123125555422035
10712,Local Overflow,5.916759355384256
10713,XSS Overflow,6.119866464354896
10714,XSS Overflow,7.766723567784862
10716,CSRF Disclosure,5.151072747990496
10718,XSS Disclosure,7.468795569487557
10719,Remote Traversal,8.364065745512796
10720,Privilege Injection,8.16383019013786
10721,CSRF Overflow,9.268826171560802
10723,Remote Disclosure,5.234258579822988
10726,SQL Traversal,8.113608748159033
10727,CSRF Disclosure,4.768025172689284
10728,DoS Execution,4.432406410316082
10729,Remote Injection,6.747687835636517
10730,DoS Escalation,8.277528464966192
10731,Privilege Escalation,4.490239132100857
10732,DoS Disclosure,4.621085262309405
10733,Privilege Spoofing,7.679651510231692
10734,Local Spoofing,3.679444600200169
10735,SQL Spoofing,7.6294331809717875
10736,Privilege Injection,5.373672275674264
10738,Remote Disclosure,8.023696576472126
10739,Local Injection,7.708492133695244
10740,Privilege Overflow,3.8775795949442644
10741,CSRF Injection,5.242243349333311
10743,Remote Execution,4.541341130710732
10744,Privilege Traversal,4.307935496749042
10747,DoS Traversal,4.1824283269996485
10748,SQL Disclosure,3.354245890651634
10749,DoS Spoofing,7.765065183513316
10751,Local Spoofing,5.40697071289139
10753,DoS Disclosure,7.797239012908013
10755,Privilege Traversal,7.883248230887699
10756,Remote Traversal,8.34104243459608
10757,DoS Traversal,8.171724032120986
10758,CSRF Disclosure,8.992323737286707
10759,Remote Spoofing,9.014423272478084
10760,SQL Overflow,7.067529991944774
10761,CSRF Escalation,8.567417470581889
10762,XSS Escalation,5.351513369858369
10763,CSRF Overflow,5.390467358555215
10764,Privilege Overflow,3.89421155476961
10765,SQL Disclosure,7.935229702923441
10768,Local Overflow,7.742263364709496
10770,DoS Escalation,4.3035644098264125
10771,SQL Overflow,8.52778166563024
10772,Privilege Overflow,8.199211926300626
10775,Local Disclosure,5.756292444428152
10778,XSS Disclosure,5.334410586023532
10779,Remote Traversal,5.282805599833577
10780,Local Traversal,5.528333866468873
10781,Local Disclosure,8.315993959994264
10782,CSRF Disclosure,7.596583104846949
10783,XSS Overflow,8.13133627445003
10784,XSS Escalation,9.328296565758196
10786,Local Disclosure,4.370089205775112
10788,Privilege Traversal,5.4352267120893485
10789,SQL Escalation,5.977483806495107
10794,Remote Traversal,8.59325407200074
10795,DoS Execution,8.312247982009898
10796,Privilege Spoofing,7.896291201988819
10797,Remote Disclosure,8.1116318743797
10798,DoS Escalation,5.107960587660463
10799,Privilege Spoofing,6.4576062422027665
10800,XSS Overflow,8.309737910213409
10801,SQL Escalation,5.59701392932275
10805,CSRF Spoofing,5.514500932457804
10806,DoS Traversal,7.656846949720877
10808,SQL Traversal,6.00329838742569
10809,Remote Disclosure,8.313248096962942
10810,CSRF Escalation,8.650476063019527
10811,DoS Spoofing,8.326834634700658
10812,Remote Injection,9.350778111144793
10813,Remote Injection,7.616412944857668
10814,Local Spoofing,7.696729096382816
10815,DoS Execution,8.256107222480301
10819,Local Injection,7.890801522414664
10820,CSRF Overflow,4.964466344332194
10821,CSRF Overflow,5.545801827318253
10823,Local Traversal,4.6618785177104645
10825,CSRF Overflow,7.168995643850565
10826,DoS Execution,7.8301426345478164
10827,DoS Disclosure,8.313785340588222
10829,Local Disclosure,4.2137341549003136
10830,XSS Escalation,8.384514654096156
10831,XSS Spoofing,4.39444821258289
10832,XSS Escalation,8.474484320853543
10834,Remote Execution,8.47739675275242
10835,CSRF Traversal,7.367680517865377
10836,Privilege Escalation,5.944681462144766
10838,DoS Spoofing,8.584347389675642
10839,DoS Spoofing,5.331990331958171
10843,CSRF Traversal,8.241226715740932
10844,Local Escalation,4.746031378077904
10845,SQL Overflow,5.611898623382388
10847,Privilege Execution,5.00697656358784
10851,CSRF Traversal,3.8466544295005347
10852,Local Overflow,8.113436509393496
10853,Privilege Spoofing,3.9978049743449846
10857,CSRF Spoofing,8.054080268544006
10858,Local Disclosure,5.041939736251004
10859,CSRF Traversal,6.458431163404937
10860,CSRF Spoofing,7.456970662078581
10861,CSRF Overflow,4.040356676923951
10862,Remote Overflow,6.14675115043795
10865,SQL Escalation,4.194835585047304
10866,SQL Traversal,5.189227811975188
10867,CSRF Spoofing,6.973706680241902
10868,DoS Disclosure,5.982828224907539
10871,DoS Traversal,5.4776134778579735
10873,Remote Execution,7.261377764478393
10874,XSS Spoofing,7.875348529151491
10876,XSS Spoofing,5.210955532147041
10877,Remote Escalation,3.368834899206176
10878,Privilege Spoofing,7.42792805179617
10879,SQL Injection,7.864926712538722
10880,CSRF Escalation,8.09617060143031
10881,SQL Escalation,7.616194254224505
10882,Local Overflow,4.631774877503342
10883,XSS Spoofing,8.146243475673002
10884,Privilege Injection,7.649689701655834
10885,XSS Execution,4.75611437967101
10886,SQL Traversal,4.645867023643744
10889,DoS Escalation,4.396290012616458
10891,Privilege Execution,4.728000684085556
10892,SQL Traversal,8.61007184427244
10893,DoS Escalation,3.963225003637586
10895,SQL Disclosure,4.9993319424899045
10898,CSRF Execution,3.91165177229814
10900,Privilege Overflow,7.996117530037818
10901,XSS Traversal,3.0439977284056896
10903,SQL Disclosure,4.257796241467182
10909,SQL Disclosure,4.375846021774451
10910,Privilege Injection,8.571905767209484
10911,XSS Injection,7.694115584035539
10912,DoS Execution,8.306767109412078
10913,Remote Overflow,4.296813100414326
10914,Local Disclosure,5.930768881315724
10916,Remote Execution,4.704008584658511
10917,Local Traversal,5.419801084513029
10918,XSS Escalation,8.394686636776115
10919,CSRF Overflow,7.930378368832768
10920,DoS Execution,4.1705421951745985
10921,Privilege Spoofing,6.99589130207287
10923,SQL Execution,4.955721029983045
10925,Local Injection,4.84712600319684
10926,XSS Traversal,6.8248085528475615
10927,XSS Spoofing,7.655449609624484
10928,Remote Overflow,7.8357075163627
10929,Privilege Disclosure,7.8065629466507
10930,XSS Traversal,8.44683985723954
10931,Local Injection,7.792491915134805
10933,XSS Execution,7.427281824707946
10934,Remote Spoofing,6.282345665113067
10935,Local Execution,4.086384779397758
10937,DoS Disclosure,4.6567603420485
10939,Privilege Execution,4.206156320124829
10941,XSS Escalation,7.886861873605549
10942,Remote Overflow,8.554258108386769
10945,CSRF Spoofing,3.7374365125281663
10947,Remote Traversal,5.982055795470519
10948,SQL Execution,8.152160039772218
10949,Remote Execution,5.049572126856893
10950,Privilege Traversal,8.323271335968947
10951,SQL Spoofing,5.172421849407367
10952,CSRF Disclosure,8.126063463558022
10953,DoS Disclosure,5.6194648068666115
10954,Remote Overflow,2.8576008706236906
10955,Privilege Spoofing,7.880822055423117
10956,Privilege Overflow,5.458594944328246
10957,DoS Traversal,3.9578636869233037
10958,SQL Spoofing,3.734902298666723
10959,SQL Execution,7.720187678916299
10961,Remote Traversal,7.363704066872072
10964,Local Disclosure,5.592164591876914
10965,CSRF Execution,5.57145308655456
10967,SQL Spoofing,5.921582897892957
10968,Remote Spoofing,8.318365404278975
10969,Local Injection,5.353554251122289
10970,XSS Disclosure,8.416879330519293
10971,SQL Execution,4.131660670103565
10972,XSS Overflow,4.786780836056698
10973,Remote Spoofing,7.66993306779732
10974,XSS Escalation,8.651579542235254
10975,XSS Overflow,5.553654084744261
10976,CSRF Injection,8.017890937953785
10979,Privilege Execution,6.892578288895895
10981,Privilege Execution,4.518478596088264
10982,DoS Execution,8.299212310549798
10983,SQL Escalation,3.6215044243498955
10984,SQL Escalation,5.942061061974617
10987,Remote Escalation,4.050549188677238
10989,SQL Overflow,6.219224801132681
10991,Local Traversal,7.940668811875408
10992,Local Spoofing,5.553294323421231
10993,DoS Injection,5.990114655944392
10997,CSRF Injection,5.23981134837664
10998,XSS Execution,6.109671182745258
10999,XSS Traversal,3.697472420151742
11000,DoS Traversal,8.052337774467434
11001,CSRF Spoofing,8.037275808792684
11003,XSS Traversal,8.543564436365793
11004,Remote Execution,8.596946956668498
11005,Privilege Escalation,6.482349476669037
11006,DoS Escalation,7.922136430015234
11007,CSRF Execution,4.513799418649143
11008,SQL Disclosure,8.192842952239602
11010,Privilege Traversal,5.5293218000003925
11011,XSS Injection,8.763031895354459
11012,DoS Disclosure,7.806269957748726
11013,DoS Disclosure,6.617088742169798
11016,DoS Escalation,8.448302422291667
11018,SQL Disclosure,7.598350389750399
11021,Privilege Injection,8.049407607235034
11022,SQL Traversal,7.005437628934781
11023,DoS Spoofing,7.820964979263934
11024,XSS Disclosure,3.5029138643468114
11025,XSS Execution,8.375446807597603
11026,CSRF Overflow,5.2097775952311975
11027,Remote Traversal,4.653739618510208
11029,Remote Execution,8.225649136216854
11030,Local Escalation,5.760291520034833
11033,CSRF Spoofing,7.574710455773249
11035,XSS Overflow,7.619127178556798
11038,XSS Disclosure,7.9834828934471735
11039,SQL Traversal,7.635135923982624
11041,Local Disclosure,5.898510063990015
11042,XSS Injection,8.00875896142045
